name_source	name	source	type	name1	name2	descr1	descr2	descr3	description
	Epochus	Greek	mythological figures			Epochus			Epochus — The name of several mythological characters.
	Ctesylla	Greek	mythological figures			Ctesylla			Ctesylla — A maiden of Ioulis.
Καλλείς	Calleis	Greek	Other deities			Calleis	Καλλείς	 "beauty"	Calleis (Καλλείς) "beauty"
μαινάδες	Maenades	Greek	Rustic deities			Maenades	μαινάδες	, crazed nymphs in the retinue of Dionysus	Maenades (μαινάδες), crazed nymphs in the retinue of Dionysus
Λυσαγόρα	Lysagora	Greek	Sea deities			Lysagora	Λυσαγόρα	?	Lysagora (Λυσαγόρα)?
Ἀγάστροφος	Agastrophus	Greek	mythological figures			Agastrophus	Ἀγάστροφος	 — a Paeonian ally of the Trojans.	Agastrophus (Ἀγάστροφος) — a Paeonian ally of the Trojans.
Επιμελίδες	Epimeliades	Greek	Rustic deities			Epimeliades	Επιμελίδες	, nymphs of highland pastures and protectors of sheep flocks	Epimeliades (Επιμελίδες), nymphs of highland pastures and protectors of sheep flocks
Φλεγέθων	Phlegethon	Greek	Rustic deities			Phlegethon	Φλεγέθων		Phlegethon (Φλεγέθων)
	Panthous	Greek	mythological figures			Panthous			Panthous — An elder of Troy.
Αυγή	Auge	Greek	Rustic deities			Auge	Αυγή	, first light of the morning	Auge (Αυγή), first light of the morning
	Dolius	Greek	mythological figures			Dolius			Dolius — A slave of Penelope.
	Megapenthes	Greek	mythological figures			Megapenthes			Megapenthes — The name of several mythological figures.
Ἀρετή	Arete	Greek	Spirits			Arete	Ἀρετή	, spirit of virtue, excellence, goodness, and valour	Arete (Ἀρετή), spirit of virtue, excellence, goodness, and valour
	Pandareus	Greek	mythological figures			Pandareus			Pandareus — A friend of Tantalus who got involved into the latter's impious deeds.
	Astyoche	Greek	mythological figures			Astyoche			Astyoche — The name of several mythological figures.
Λήθη	Lethe	Greek	Spirits			Lethe	Λήθη	, spirit of forgetfulness and oblivion, and of the river of the same name	Lethe (Λήθη), spirit of forgetfulness and oblivion, and of the river of the same name
		Greek	mythological figures						
Εὔκλεια	Eucleia	Greek	Spirits			Eucleia	Εὔκλεια	, spirit of good repute and glory	Eucleia (Εὔκλεια), spirit of good repute and glory
Δεξιθέα	Dexithea	Greek	Sea deities			Dexithea	Δεξιθέα	, mother of Euxanthios by Minos	Dexithea (Δεξιθέα), mother of Euxanthios by Minos
Ἄγγελος	Angelos	Greek	Chthonic deities			Angelos	Ἄγγελος	, a daughter of Zeus and Hera who became an underworld goddess	Angelos (Ἄγγελος), a daughter of Zeus and Hera who became an underworld goddess
		Greek	Heroes						Daedalus, creator of the labyrinth and great inventor, until King Minos trapped him in his own creation.
Ευρονότος	Euronotus	Greek	Sky deities			Euronotus	Ευρονότος	, god of the southeast wind	Euronotus (Ευρονότος), god of the southeast wind
		Greek	Sea deities						For a more complete list, see List of Oceanids
Δάκτυλοι	The Dactyls	Greek	Rustic deities			The Dactyls	Δάκτυλοι	 "fingers", minor deities originally representing fingers of a hand	The Dactyls (Δάκτυλοι) "fingers", minor deities originally representing fingers of a hand
	Elymus	Greek	mythological figures			Elymus			Elymus — Progenitor of the Elymians.
		Greek	Sea deities						
Εὐλάβεια	Eulabeia	Greek	Spirits			Eulabeia	Εὐλάβεια	, spirit of discretion, caution, and circumspection	Eulabeia (Εὐλάβεια), spirit of discretion, caution, and circumspection
Τυφῶν	Typhon	Greek	Gigantes			Typhon	Τυφῶν	, a monstrous immortal storm-giant who attempted to launch an attack on Mt. Olympus but was defeated by the Olympians and imprisoned in the pits of Tartarus	Typhon (Τυφῶν), a monstrous immortal storm-giant who attempted to launch an attack on Mt. Olympus but was defeated by the Olympians and imprisoned in the pits of Tartarus
	Polites	Greek	mythological figures			Polites			Polites — The name of several mythological figures.
Ἄβαντος	Abas	Greek	mythological figures			Abas	Ἄβαντος	 — the name of several mythological figures.	Abas (Ἄβαντος) — the name of several mythological figures.
Βολίνα	Bolina	Greek	Deified mortals			Bolina	Βολίνα	, a mortal woman transformed into an immortal nymph by Apollo	Bolina (Βολίνα), a mortal woman transformed into an immortal nymph by Apollo
Κίρκιος	Circios	Greek	Sky deities			Circios	Κίρκιος	 or Thraskias (Θρασκίας), god of the north-northwest wind	Circios (Κίρκιος) or Thraskias (Θρασκίας), god of the north-northwest wind
	Toxeus	Greek	mythological figures			Toxeus			Toxeus — The name of several mythological characters.
	Budeia	Greek	mythological figures			Budeia			Budeia — Name of two separate figures
´Εσπερίδες	The Hesperides,	Greek	Sky deities			The Hesperides,	´Εσπερίδες	, nymphs that represented a star cluster in the constellation Taurus (Pleiades) and were associated with rain	The Hesperides, (´Εσπερίδες), nymphs that represented a star cluster in the constellation Taurus (Pleiades) and were associated with rain
Eὐπραξία	Eupraxia	Greek	Spirits			Eupraxia	Eὐπραξία	, spirit of well-being	Eupraxia (Eὐπραξία), spirit of well-being
Ἵμερος	Himeros	Greek	Spirits			Himeros	Ἵμερος	, god of sexual desire	Himeros (Ἵμερος), god of sexual desire
	Lysimache	Greek	mythological figures			Lysimache			Lysimache — The name of several mythological figures.
Λάμια	Lamia	Greek	Chthonic deities			Lamia	Λάμια	, a vampiric Underworld spirit or spirits in the train of Hecate	Lamia (Λάμια), a vampiric Underworld spirit or spirits in the train of Hecate
	Europs	Greek	mythological figures			Europs			Europs — The name of several mythological figures.
Λευκιππίδες	The Leucippides	Greek	Deified mortals			The Leucippides	Λευκιππίδες	, wives of the Dioscuri	The Leucippides (Λευκιππίδες), wives of the Dioscuri
Ακταίος	Actaeus	Greek	Sea deities			Actaeus	Ακταίος		Actaeus (Ακταίος)
		Greek	Heroes						Bellerophon, hero who slew the Chimera
Γοργύρα	Gorgyra	Greek	Chthonic deities			Gorgyra	Γοργύρα		Gorgyra (Γοργύρα)
		Greek	mythological figures						Abderus, aided Heracles during his eighth labour and was killed by the Mares of Diomedes
	Carystus	Greek	mythological figures			Carystus			Carystus — Son of Chiron.
Ειρήνη	Eirene	Greek	Rustic deities			Eirene	Ειρήνη	, spirit of peace and goddess of the springtime	Eirene (Ειρήνη), spirit of peace and goddess of the springtime
	Eurythemista	Greek	mythological figures			Eurythemista			Eurythemista — The name of several mythological figures.
Ἀλαλά	Alala	Greek	Spirits			Alala	Ἀλαλά	, spirit of the war cry	Alala (Ἀλαλά), spirit of the war cry
Ἀσκάλαφος	Askalaphos	Greek	Chthonic deities			Askalaphos	Ἀσκάλαφος	, the son of Acheron and Orphne who tended the Underworld orchards before being transformed into a screech owl by Demeter	Askalaphos (Ἀσκάλαφος), the son of Acheron and Orphne who tended the Underworld orchards before being transformed into a screech owl by Demeter
		Greek	Seers/oracles						Melampus, a legendary soothsayer and healer, and king of Argos
Ακμών	Acmon	Greek	Rustic deities			Acmon	Ακμών		Acmon (Ακμών)
		Greek	Kings						Cadmus, founder-king of Thebes
	Euchenor	Greek	mythological figures			Euchenor			Euchenor — The name of several mythological figures.
Ἀντιφάτης	Antiphates	Greek	Gigantes			Antiphates	Ἀντιφάτης	, the king of the man-eating giants known as Laestrygones which were encountered by Odysseus on his travels.	Antiphates (Ἀντιφάτης), the king of the man-eating giants known as Laestrygones which were encountered by Odysseus on his travels.
Λάδων	Ladon	Greek	Sea deities			Ladon	Λάδων	, a hundred-headed sea serpent who guarded the western reaches of the sea, and the island and golden apples of the Hesperides	Ladon (Λάδων), a hundred-headed sea serpent who guarded the western reaches of the sea, and the island and golden apples of the Hesperides
Ἀδηφαγία	Adephagia	Greek	Spirits			Adephagia	Ἀδηφαγία	, spirit of satiety and gluttony	Adephagia (Ἀδηφαγία), spirit of satiety and gluttony
	Dimoetes	Greek	mythological figures			Dimoetes			Dimoetes — brother of Troezen.
Νέσσος	Nessus	Greek	Rustic deities			Nessus	Νέσσος	, a ferryman at the river Euenus	Nessus (Νέσσος), a ferryman at the river Euenus
Θάλασσα (Thálassa)	Thalassa	Greek	Ancient Greek name						Personification of the sea and consort of Pontus.
		Greek	Kings						Electryon, a king of Tiryns and Mycenae; son of Perseus and Andromeda
	Solymus	Greek	mythological figures			Solymus			Solymus — Ancestral hero of the Solymi tribe in Lycia.
		Greek	Notable women						Danaë, the mother of Perseus by Zeus
son of Antilochus	Paeon	Greek	mythological figures			Paeon	son of Antilochus	 — A Messenian noble.	Paeon (son of Antilochus) — A Messenian noble.
Ἀστυδάμεια	Astydameia	Greek	mythological figures			Astydameia	Ἀστυδάμεια	 — The name of several mythological figures.	Astydameia (Ἀστυδάμεια) — The name of several mythological figures.
Ἀναίδεια	Anaideia	Greek	Spirits			Anaideia	Ἀναίδεια	, spirit of ruthlessness, shamelessness, and unforgivingness	Anaideia (Ἀναίδεια), spirit of ruthlessness, shamelessness, and unforgivingness
		Greek	Kings						Codrus, a king of Athens
Ὀτρήρα	Otrera	Greek	Amazons			Otrera	Ὀτρήρα	, an Amazon queen, consort of Ares and mother of Hippolyta	Otrera (Ὀτρήρα), an Amazon queen, consort of Ares and mother of Hippolyta
	Daedalus	Greek	mythological figures			Daedalus			Daedalus — A skilled inventor and artisan.
Ἀλκινόη	Alcinoe	Greek	mythological figures			Alcinoe	Ἀλκινόη	 — the name of several mythological figures.	Alcinoe (Ἀλκινόη) — the name of several mythological figures.
		Greek	Kings						Eetion, a king of Cilician Thebe and father of Andromache
Ιάσιος	Iasios	Greek	Rustic deities			Iasios	Ιάσιος		Iasios (Ιάσιος)
	Phoenix	Greek	mythological figures			Phoenix			Phoenix — one of the Myrmidons who participated in the Trojan War.
		Greek	Notable women						Iphigenia, daughter of Agamemnon and Clytemnestra; Agamemnon sacrificed her to Artemis in order to appease the goddess
Μύρινα	Myrina	Greek	Amazons			Myrina	Μύρινα	, a queen of the Amazons	Myrina (Μύρινα), a queen of the Amazons
Ἔρως	Eros	Greek	Spirits			Eros	Ἔρως	, god of love and sexual intercourse	Eros (Ἔρως), god of love and sexual intercourse
Διόνυσος	Dionysus	Greek	Rustic deities			Dionysus	Διόνυσος	, god of wine, drunken orgies, and wild vegetation	Dionysus (Διόνυσος), god of wine, drunken orgies, and wild vegetation
		Greek	Kings						Tyndareus, a king of Sparta
	Lupa	Greek	mythological figures			Lupa			Lupa — The minor goddess of wolves.
	Ctimene	Greek	mythological figures			Ctimene			Ctimene — younger sister of Odysseus.
Δυσνομία	Dysnomia	Greek	Spirits			Dysnomia	Δυσνομία	, spirit of lawlessness and poor civil constitution	Dysnomia (Δυσνομία), spirit of lawlessness and poor civil constitution
	Herippe	Greek	mythological figures			Herippe			Herippe — A woman from Miletus, abducted by the Gauls.
	Stheneboea	Greek	mythological figures			Stheneboea			Stheneboea — Daughter of Iobates and consort of Proteus.
Δαμναμενεύς	Damnameneus	Greek	Sea deities			Damnameneus	Δαμναμενεύς		Damnameneus (Δαμναμενεύς)
Ὁμόνοια	Homonoia	Greek	Spirits			Homonoia	Ὁμόνοια	, spirit of concord, unanimity, and oneness of mind	Homonoia (Ὁμόνοια), spirit of concord, unanimity, and oneness of mind
		Greek	mythological figures						Eleusis, eponymous hero of the town of Eleusis
	Teuthras	Greek	mythological figures			Teuthras			Teuthras — a native of Magnesia, who fought at Troy and was killed by Hector and Ares.[1]
Ἀπόλλων	Apollo	Greek	Agricultural deities			Apollo	Ἀπόλλων	, god of healing and medicine	Apollo (Ἀπόλλων), god of healing and medicine
Πλειάδες	The Pleiades	Greek	Sky deities			The Pleiades	Πλειάδες	, goddesses of the constellation Pleiades and were associated with rain	The Pleiades (Πλειάδες), goddesses of the constellation Pleiades and were associated with rain
	Pronax	Greek	mythological figures			Pronax			Pronax — A brother of Adrastus.
Κρόνος (Kronos)	Cronus	Greek	The Twelve Titans						Titan of harvests and personification of destructive time. The leader of the Titans, who overthrew his father Uranus only to be overthrown in turn by his son, Zeus. Not to be confused with Chronos.
	Psophis	Greek	mythological figures			Psophis			Psophis — The name of several mythological figures.
Μέγαιρα	Megaera	Greek	Chthonic deities			Megaera	Μέγαιρα	, the jealous one	Megaera (Μέγαιρα), the jealous one
Αἰακός	Aiakos	Greek	Chthonic deities			Aiakos	Αἰακός	, former mortal king of Aegina, guardian of the keys of Hades and judge of the men of Europe	Aiakos (Αἰακός), former mortal king of Aegina, guardian of the keys of Hades and judge of the men of Europe
		Greek	Kings						Pelias, a king of Iolcus and usurper of Aeson's rightful throne
		Greek	Kings						Car, a king of Megara
Ἀντίνοος	Antinous	Greek	mythological figures			Antinous	Ἀντίνοος	 — one of the most prominent and disrespectful suitors of Penelope during the Odyssey.	Antinous (Ἀντίνοος) — one of the most prominent and disrespectful suitors of Penelope during the Odyssey.
